Pallet,Origen,Código HU,Estado,F1,F1 msg,F2,F2 msg,F2 ms,Agregada,Procesada
P04,China,T10045836505,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6275,01/04/2026 11:59:06,01/04/2026 12:07:51
P05,China,T10045831744,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1001,01/04/2026 11:59:55,01/04/2026 12:10:46
P05,China,T10045856622,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,5973,01/04/2026 11:59:56,01/04/2026 12:11:01
P05,China,T10045850682,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6213,01/04/2026 11:59:57,01/04/2026 12:11:16
P05,China,T10045831764,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6188,01/04/2026 11:59:58,01/04/2026 12:11:31
P06,China,T10045869407,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1002,01/04/2026 12:03:46,01/04/2026 12:13:11
P06,China,T10045865378,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6259,01/04/2026 12:03:48,01/04/2026 12:13:27
P06,China,T10045869379,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6361,01/04/2026 12:03:52,01/04/2026 12:13:43
P06,China,T10045865377,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6179,01/04/2026 12:03:54,01/04/2026 12:13:58
P06,China,T10045850726,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6277,01/04/2026 12:03:56,01/04/2026 12:14:14
P06,China,T10045863110,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6280,01/04/2026 12:03:58,01/04/2026 12:14:32
P06,China,T10045865407,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6248,01/04/2026 12:03:59,01/04/2026 12:14:48
P06,China,T10045853808,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6212,01/04/2026 12:04:38,01/04/2026 12:15:04
P06,China,T10045869403,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6279,01/04/2026 12:04:40,01/04/2026 12:15:19
P06,China,T10045836398,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6065,01/04/2026 12:04:42,01/04/2026 12:15:35
P06,China,T10045869408,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6087,01/04/2026 12:04:45,01/04/2026 12:15:50
P06,China,T10045865406,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6153,01/04/2026 12:04:47,01/04/2026 12:16:05
P06,China,T10045869405,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6145,01/04/2026 12:04:50,01/04/2026 12:16:21
P06,China,T10045853801,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6153,01/04/2026 12:04:52,01/04/2026 12:16:36
P07,China,T10045853809,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1003,01/04/2026 12:13:14,01/04/2026 12:17:50
P07,China,T10045835394,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6170,01/04/2026 12:13:15,01/04/2026 12:18:05
P07,China,T10045830652,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6227,01/04/2026 12:13:17,01/04/2026 12:18:21
P07,China,T10045831795,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6161,01/04/2026 12:13:19,01/04/2026 12:18:37
P07,China,T10045869404,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6113,01/04/2026 12:13:23,01/04/2026 12:18:52
P07,China,T10045835393,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6108,01/04/2026 12:13:28,01/04/2026 12:19:07
P07,China,T10045835392,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6145,01/04/2026 12:13:40,01/04/2026 12:19:22
P07,China,T10045836400,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6188,01/04/2026 12:13:42,01/04/2026 12:19:38
P07,China,T10045864916,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6177,01/04/2026 12:13:43,01/04/2026 12:19:54
P07,China,T10045865382,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6212,01/04/2026 12:13:50,01/04/2026 12:20:09
P07,China,T10045835395,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6231,01/04/2026 12:13:55,01/04/2026 12:20:24
P07,China,T10045865379,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6201,01/04/2026 12:13:58,01/04/2026 12:20:40
P07,China,T10045856659,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6078,01/04/2026 12:14:04,01/04/2026 12:20:55
P07,China,T10045865408,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6130,01/04/2026 12:14:58,01/04/2026 12:21:10
P08,China,T10045831794,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1001,01/04/2026 12:19:04,01/04/2026 12:25:28
P08,China,T10045836397,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6105,01/04/2026 12:19:05,01/04/2026 12:25:43
P08,China,T10045850725,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6275,01/04/2026 12:19:09,01/04/2026 12:25:58
P08,China,T10045836399,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6197,01/04/2026 12:19:12,01/04/2026 12:26:14
P08,China,T10045850720,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6231,01/04/2026 12:19:15,01/04/2026 12:26:29
P08,China,T10045830225,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6348,01/04/2026 12:19:17,01/04/2026 12:26:45
P08,China,T10045836438,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6163,01/04/2026 12:19:18,01/04/2026 12:27:01
P08,China,T10045836295,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6445,01/04/2026 12:19:20,01/04/2026 12:27:17
P08,China,T10045865381,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6146,01/04/2026 12:20:05,01/04/2026 12:27:32
P08,China,T10045869380,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6119,01/04/2026 12:23:16,01/04/2026 12:27:48
P08,China,T10045865380,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6191,01/04/2026 12:23:17,01/04/2026 12:28:04
P08,China,T10045869406,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6231,01/04/2026 12:23:19,01/04/2026 12:28:20
P08,China,T10045850724,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6185,01/04/2026 12:23:34,01/04/2026 12:28:35
P08,China,T10045856638,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6176,01/04/2026 12:24:08,01/04/2026 12:28:50
P09,Italia,2972594434,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1003,01/04/2026 12:31:35,01/04/2026 12:32:14
P10,Italia,2972554539,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6282,01/04/2026 12:31:39,01/04/2026 12:32:30
P11,Italia,2972633107,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6381,01/04/2026 12:32:09,01/04/2026 12:32:51
P12,Italia,2972632991,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6479,01/04/2026 12:32:12,01/04/2026 12:33:09
P13,Italia,2972633009,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6159,01/04/2026 12:32:14,01/04/2026 12:33:28
P14,Italia,2972577105,Ya procesado,ZMOVEINBHU,Ya se hizo el Acknowledge,ZMMTIJSEP,OK,5803,01/04/2026 12:32:22,01/04/2026 12:33:42
P15,Italia,2972575478,Ya procesado,ZMOVEINBHU,Ya se hizo el Acknowledge,ZMMTIJSEP,OK,5795,01/04/2026 12:32:29,01/04/2026 12:33:57
P16,Italia,2972631264,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6368,01/04/2026 12:32:54,01/04/2026 12:34:12
P17,Italia,2972632992,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6391,01/04/2026 12:33:10,01/04/2026 12:34:32
P18,Italia,2972641817,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6361,01/04/2026 12:33:13,01/04/2026 12:34:50
P19,Italia,2972645156,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6388,01/04/2026 12:33:14,01/04/2026 12:35:06
P20,Tailandia,TH0000298277,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1001,01/04/2026 12:48:59,01/04/2026 12:50:20
P20,Tailandia,TH0000298269,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6163,01/04/2026 12:49:01,01/04/2026 12:50:35
P20,Tailandia,TH0000298375,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6083,01/04/2026 12:49:03,01/04/2026 12:50:50
P20,Tailandia,TH0000298358,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6152,01/04/2026 12:49:09,01/04/2026 12:51:05
P20,Tailandia,TH0000298354,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6263,01/04/2026 12:49:10,01/04/2026 12:51:20
P20,Tailandia,TH0000298291,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6454,01/04/2026 12:49:11,01/04/2026 12:51:37
P21,Tailandia,TH0000298253,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1001,01/04/2026 12:49:39,01/04/2026 12:53:32
P21,Tailandia,TH0000298254,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6193,01/04/2026 12:49:40,01/04/2026 12:53:47
P21,Tailandia,TH0000298264,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6226,01/04/2026 12:49:42,01/04/2026 12:54:03
P21,Tailandia,TH0000298284,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6056,01/04/2026 12:49:43,01/04/2026 12:54:18
P21,Tailandia,TH0000298356,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6042,01/04/2026 12:49:44,01/04/2026 12:54:34
P21,Tailandia,TH0000298260,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6215,01/04/2026 12:49:45,01/04/2026 12:54:49
P21,Tailandia,TH0000298288,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6084,01/04/2026 12:49:49,01/04/2026 12:55:04
P21,Tailandia,TH0000298286,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6192,01/04/2026 12:49:50,01/04/2026 12:55:20
P22,Tailandia,TH0000298168,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1000,01/04/2026 12:50:23,01/04/2026 12:56:39
P22,Tailandia,TH0000298217,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6195,01/04/2026 12:50:24,01/04/2026 12:56:54
P22,Tailandia,TH0000298192,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6167,01/04/2026 12:50:29,01/04/2026 12:57:10
P22,Tailandia,TH0000298228,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6025,01/04/2026 12:50:32,01/04/2026 12:57:25
P22,Tailandia,TH0000298222,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6357,01/04/2026 12:50:45,01/04/2026 12:57:40
P23,Tailandia,TH0000298297,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1000,01/04/2026 12:51:34,01/04/2026 12:58:51
P23,Tailandia,TH0000298265,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6049,01/04/2026 12:51:34,01/04/2026 12:59:07
P23,Tailandia,TH0000298266,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6155,01/04/2026 12:51:36,01/04/2026 12:59:22
P23,Tailandia,TH0000298267,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6228,01/04/2026 12:51:42,01/04/2026 12:59:37
P23,Tailandia,TH0000298261,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6155,01/04/2026 12:51:43,01/04/2026 12:59:53
P23,Tailandia,TH0000298357,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6138,01/04/2026 12:51:45,01/04/2026 13:00:08
P24,Tailandia,TH0000298474,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,1001,01/04/2026 12:51:49,01/04/2026 13:01:54
P24,Tailandia,TH0000298480,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6100,01/04/2026 12:51:51,01/04/2026 13:02:09
P24,Tailandia,TH0000298430,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6113,01/04/2026 12:52:00,01/04/2026 13:02:24
P24,Tailandia,TH0000298459,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6156,01/04/2026 12:52:09,01/04/2026 13:02:40
P24,Tailandia,TH0000298262,OK,ZMOVEINBHU,OK,ZMMTIJSEP,OK,6089,01/04/2026 12:54:59,01/04/2026 13:02:56
